Month,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),DC Array Output (W),AC System Output (W)
3,0,35,33.183,128.962,106.158
3,16,151,154.202,586.514,553.96
3,21,213,222.156,841.103,802.28
3,152,333,477.889,1769.694,1702.903
3,241,373,619.568,2253.719,2169.172
3,541,291,848.133,3031.006,2913.388
3,572,265,829.166,2949.316,2835.438
3,612,210,748.325,2661.908,2560.694
3,514,187,556.882,1986.771,1912.286
3,491,126,375.966,1325.21,1272.807
3,389,68,173.425,567.658,535.544
3,0,15,14.212,54.859,33.451
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,148,19,27.765,83.509,61.568
3,600,63,233.175,749.928,713.419
3,782,86,487.478,1638.241,1575.896
3,857,106,715.176,2344.459,2256.341
3,906,116,896.208,2836.981,2728.144
3,925,124,1000.851,3094.509,2973.941
3,929,125,1033.804,3256.331,3128.076
3,912,126,987.746,3192.466,3067.274
3,873,122,869.15,2886.516,2775.471
3,816,110,683.264,2315.581,2228.608
3,368,150,341.206,1181.684,1133.534
3,509,68,206.521,646.964,612.976
3,95,16,20.68,63.583,42.013
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,62,20,23.166,78.527,56.679
3,427,85,207.884,687.135,652.175
3,630,119,448.838,1571.997,1511.832
3,754,133,676.891,2369.774,2280.646
3,821,141,853.955,2923.925,2811.196
3,855,145,967.365,3258.63,3130.264
3,858,149,1000.8,3346.355,3213.719
3,829,156,951.381,3175.178,3050.809
3,239,330,545.71,1857.686,1787.829
3,4,174,170.944,603.161,570.215
3,323,160,324.935,1106.316,1060.323
3,0,37,35.084,126.857,104.093
3,0,3,2.835,10.412,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,1,0.944,3.65,0
3,0,12,11.357,43.825,22.62
3,0,23,21.804,83.68,61.735
3,0,72,68.443,260.713,235.301
3,0,44,41.83,158.878,135.496
3,0,45,42.814,161.927,138.485
3,0,59,56.168,212.253,187.819
3,0,111,106.039,399.603,371.267
3,248,330,553.157,2026.534,1950.592
3,140,265,370.429,1372.475,1318.629
3,0,87,82.854,313.558,287.055
3,0,7,6.622,25.325,4.459
3,0,10,9.463,35.804,14.746
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,14,13.258,50.749,29.417
4,0,82,78.437,296.052,269.912
4,200,185,290.201,1053.11,1008.609
4,374,240,516.781,1853.551,1783.84
4,14,240,245.73,900.974,860.59
4,0,95,90.544,336.41,309.426
4,0,97,92.519,344.078,316.932
4,5,177,175.419,647.73,613.723
4,442,277,676.113,2396.856,2306.641
4,76,256,310.183,1129.419,1082.77
4,120,180,242.041,882.401,842.505
4,95,95,119.612,428.01,399.053
4,241,18,30.355,79.582,57.713
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,249,25,40.682,114.099,91.579
4,629,61,247.41,794.104,756.484
4,796,79,496.979,1722.719,1657.536
4,882,89,720.53,2529.878,2434.225
4,927,97,896.872,3102.73,2981.778
4,949,101,1006.06,3439.605,3302.351
4,945,108,1037.255,3491.523,3333.333
4,944,102,996.773,3348.545,3215.801
4,928,93,882.553,2960.48,2846.094
4,889,83,704.321,2358.906,2270.212
4,814,69,478.943,1583.447,1522.908
4,662,51,231.723,690.364,655.325
4,264,18,31.28,77.417,55.59
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,278,24,41.545,110.479,88.028
4,646,59,252.325,791.981,754.414
4,811,75,502.815,1695.564,1631.3
4,897,84,728.045,2437.777,2345.907
4,941,90,903.274,2961.862,2847.413
4,957,95,1008.862,3256.054,3127.813
4,953,100,1037.786,3301.918,3171.454
4,931,103,986.982,3110.058,2988.762
4,221,340,541.122,1762.019,1695.492
4,807,107,677.836,2157.951,2077.09
4,590,111,413.928,1320.396,1268.138
4,370,87,188.958,579.39,547.002
4,69,21,23.387,74.109,52.343
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,270,27,43.874,121.633,98.969
4,624,64,253.06,808.964,770.965
4,779,86,500.295,1721.168,1656.037
4,864,98,725.521,2484.978,2391.178
4,911,106,897.224,3009.933,2893.285
4,934,110,1005.381,3320.704,3189.324
4,931,116,1035.337,3352.271,3219.344
4,920,114,989.812,3203.768,3078.037
4,890,110,871.089,2839.042,2730.114
4,818,109,688.225,2256.633,2171.972
4,727,92,462.127,1518.38,1459.949
4,556,67,220.536,671.176,636.604
4,172,22,29.354,84.789,62.823
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,10,9.461,36.068,15.006
4,0,54,51.259,193.874,169.805
4,170,197,288.573,1052.824,1008.33
4,479,218,578.761,2070.064,1992.511
4,517,260,730.948,2551.573,2455.017
4,792,178,957.565,3245.778,3118.032
4,277,400,703.671,2392.402,2302.366
4,220,392,619.503,2091.934,2013.564
4,688,197,803.272,2633.09,2533.104
4,390,237,519.151,1714.64,1649.731
4,63,180,209.304,712.842,677.253
4,17,96,96.413,338.911,311.874
4,0,11,10.411,37.665,16.574
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,235,33,46.519,136.075,113.135
4,581,75,255.202,828.528,790.029
4,0,133,127.628,473.561,443.595
4,0,120,114.672,422.438,393.604
4,231,351,565.119,2009.498,1934.183
4,923,116,1004.819,3429.752,3292.99
4,282,401,709.651,2457.026,2364.371
4,911,119,988.936,3360.743,3227.4
4,875,119,875.039,2987.533,2871.913
4,834,105,696.367,2375.884,2286.511
4,751,88,470.502,1581.374,1520.903
4,560,69,224.487,693.774,658.652
4,176,25,31.835,94.121,71.98
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,323,31,50.969,138.099,115.119
4,669,63,271.552,862.928,823.54
4,830,76,523.23,1790.213,1722.714
4,917,83,750.451,2599.966,2501.381
4,961,86,924.359,3192.24,3067.058
4,373,364,747.184,2611.603,2512.527
4,204,416,638.667,2258.714,2173.972
4,954,101,1010.927,3481.793,3333.333
4,941,91,896.137,3083.646,2963.585
4,902,82,716.272,2472.777,2379.478
4,829,69,489.792,1660.539,1597.452
4,680,53,241.567,734.935,698.799
4,311,22,35.72,90.922,68.841
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,394,30,55.784,145.077,121.963
4,711,58,281.687,906.817,866.279
4,846,75,532.922,1848.677,1779.137
4,914,86,753.769,2630.985,2531.088
4,440,295,703.717,2472.336,2379.056
4,519,306,834.297,2893.027,2781.689
4,973,100,1064.34,3608.016,3333.333
4,965,99,1020.156,3464.622,3326.115
4,941,96,902.438,3100.853,2979.988
4,872,99,717.545,2478.533,2384.998
4,778,89,486.111,1654.679,1591.787
4,605,68,236.576,742.886,706.553
4,214,27,35.428,104.844,82.5
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,333,34,56.58,159.088,135.702
4,650,68,274.825,906.601,866.068
4,790,88,519.18,1839.596,1770.376
4,868,101,742.215,2610.642,2511.607
4,912,108,909.749,3140.869,3018.124
4,933,113,1015.73,3441.705,3304.346
4,934,116,1044.766,3548.54,3333.333
4,915,117,993.503,3354.873,3221.818
4,874,118,875.361,2965.706,2851.082
4,812,112,690.44,2344.978,2256.839
4,719,97,465.997,1562.987,1503.115
4,542,73,224.862,698.343,663.11
4,170,27,32.514,98.028,75.813
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,139,44,51.554,165.491,141.98
4,415,109,242.233,789.172,751.677
4,374,181,387.13,1316.931,1264.778
4,0,95,90.413,323.777,297.06
4,6,192,190.465,675.184,640.515
4,342,380,735.689,2504.686,2410.075
4,836,161,1005.671,3344.314,3211.778
4,848,147,970.198,3189.022,3063.994
4,638,219,785.991,2620.7,2521.24
4,442,231,556.062,1890.787,1819.758
4,383,165,365.504,1244.513,1194.525
4,278,103,178.953,586.4,553.848
4,92,29,30.812,102.238,79.943
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,260,40,57.911,172.884,149.229
4,571,71,256.699,847.951,808.952
4,832,88,545.911,1906.385,1834.8
4,910,100,772.169,2690.886,2588.43
4,954,106,947.531,3258.752,3130.38
4,976,109,1055.386,3582.263,3333.333
4,980,111,1086.82,3660.021,3333.333
4,974,107,1040.267,3515.06,3333.333
4,953,102,921.461,3138.745,3016.1
4,909,94,736.829,2508.061,2413.311
4,823,84,505.155,1696.323,1632.033
4,664,65,251.2,775.728,738.573
4,282,30,40.334,115.562,93.015
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,368,38,66.482,184.491,160.608
4,662,71,287.392,938.738,897.352
4,798,91,532.808,1836.598,1767.482
4,871,103,752.353,2561.689,2464.711
4,912,112,919.117,3048.584,2930.154
4,931,118,1023.383,3341.934,3209.514
4,881,150,1039.984,3396.555,3261.443
4,871,146,992.335,3238.159,3110.779
4,837,140,869.465,2851.76,2742.267
4,761,135,682.291,2261.059,2176.226
4,640,121,452.498,1489.183,1431.686
4,435,90,211.763,665.161,630.734
4,119,27,29.347,92.914,70.795
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,297,41,63.648,182.173,158.335
4,587,81,275.155,895.917,855.666
4,737,103,514.608,1740.49,1674.701
4,817,117,729.648,2431.288,2339.681
4,860,127,896.794,2912.792,2800.566
4,881,133,992.616,3178.924,3054.376
4,863,148,1021.04,3242.619,3115.025
4,849,148,974.356,3090.991,2970.588
4,817,142,855.157,2713.557,2610.124
4,756,132,676.058,2170.514,2089.175
4,662,113,455.784,1455.445,1399.016
4,492,83,222.524,668.237,633.736
4,175,30,34.242,102.695,80.392
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,164,47,58.381,184.354,160.473
4,434,111,254.9,835.965,797.274
4,621,140,491.031,1649.221,1586.511
4,748,149,716.209,2380.032,2290.493
4,826,148,890.792,2895.549,2784.098
4,872,143,1002.987,3209.141,3083.153
4,879,145,1034.427,3280.611,3151.182
4,884,135,987.284,3143.694,3020.815
4,868,123,878.806,2808.949,2701.352
4,829,110,702.863,2278.294,2192.787
4,752,93,480.73,1541.551,1482.374
4,597,71,240.196,714.808,679.17
4,251,31,38.697,109.617,87.182
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,340,45,74.101,206.05,181.739
4,495,90,257.121,827.268,788.801
4,559,143,458.807,1547.277,1487.915
4,473,237,603.243,2031.027,1954.92
4,525,277,763.705,2524.171,2428.754
4,370,379,762.389,2508.117,2413.365
4,390,379,792.489,2588.275,2490.182
4,357,380,745.49,2443.054,2350.969
4,405,313,676.075,2225.522,2142.069
4,384,253,532.243,1771.78,1704.917
4,425,163,385.195,1270.193,1219.442
4,298,110,192.016,608.47,575.399
4,115,35,36.159,115.293,92.75
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,195,51,65.997,200.546,176.344
4,412,104,242.967,787.826,750.365
4,293,208,374.778,1279.517,1228.489
4,120,306,401.691,1374.855,1320.936
4,165,378,537.051,1811.365,1743.131
4,226,417,654.036,2172.648,2091.227
4,171,435,625.388,2081.165,2003.198
4,156,415,581.811,1933.99,1861.416
4,269,353,602.402,1997.588,1922.708
4,210,289,441.567,1486.393,1428.985
4,140,204,274.775,927.709,886.617
4,97,118,142.057,475.482,445.472
4,13,33,31.174,109.408,86.978
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,170,56,68.69,214.652,190.17
4,422,104,247.332,796.352,758.674
4,418,185,425.79,1436.369,1380.539
4,93,303,371.942,1277.986,1227.003
4,333,352,666.136,2219.558,2136.335
4,128,420,562.658,1880.911,1810.233
4,172,436,627.244,2075.698,1997.935
4,298,397,707.351,2303.543,2217.044
4,44,321,360.254,1209.751,1160.785
4,16,222,225.815,770.032,733.019
4,280,192,337.178,1108.171,1062.125
4,224,114,175.419,564.481,532.44
4,85,36,35.874,117.5,94.915
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,32,30.351,110.197,87.751
4,0,96,91.365,327.794,300.992
4,0,81,76.996,275.201,249.492
4,0,121,115.531,410.434,381.862
4,4,171,167.885,591.189,558.525
4,6,180,179.141,628.998,595.439
4,12,241,245.575,858.224,818.958
4,12,242,245.999,861.613,822.259
4,20,275,284.456,994.501,951.611
4,89,286,347.383,1203.698,1154.908
4,0,126,120.369,428.946,399.969
4,513,87,234.164,726.217,690.297
4,229,38,43.527,130.362,107.531
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,408,46,85.971,235.701,210.796
4,664,76,305.47,987.666,944.962
4,319,209,391.738,1349.467,1296.326
4,862,105,759.639,2509.167,2414.371
4,901,112,919.505,2950.877,2836.928
4,286,403,707.179,2272.235,2186.965
4,79,417,503.596,1665.788,1602.525
4,80,399,481.696,1597.896,1536.884
4,52,332,378.156,1267.783,1217.104
4,80,285,339.865,1146.386,1099.253
4,15,170,170.773,593.756,561.032
4,0,98,93.093,332.604,305.701
4,0,26,24.659,90.005,67.941
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,2,1.89,7.034,0
4,0,8,7.574,28.021,7.106
4,0,11,10.43,38.576,17.468
4,0,47,44.673,163.957,140.476
4,14,256,260.662,940.319,898.891
4,127,426,567.469,1985.702,1911.256
4,227,438,683.297,2364.166,2275.262
4,34,347,382.781,1349.913,1296.758
4,74,352,417.651,1470.853,1413.938
4,245,290,466.653,1622.662,1560.834
4,569,132,430.377,1462.089,1405.45
4,434,96,219.666,702.557,667.221
4,217,38,43.456,131.688,108.832
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,232,65,85.627,265.676,240.163
4,0,11,10.416,38.333,17.229
4,0,115,109.675,398.698,370.382
4,0,125,119.385,431.464,402.431
4,11,234,236.095,841.427,802.596
4,121,422,557.192,1915.327,1843.423
4,10,218,220.704,774.724,737.594
4,22,312,325.402,1134.826,1088.024
4,432,308,701.414,2351.665,2263.26
4,0,128,122.269,429.591,400.599
4,670,117,466.938,1536.817,1477.793
4,539,84,239.806,730.383,694.36
4,259,40,47.512,138.344,115.36
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,467,47,96.859,259.442,234.056
4,707,74,323.112,1031.137,987.243
4,820,91,563.09,1857.112,1787.276
4,883,103,774.206,2522.891,2427.527
4,921,110,938.651,2990.398,2874.647
4,940,114,1038.705,3166.85,3042.875
4,900,142,1049.894,3174.43,3050.096
4,895,137,1004.337,2932.94,2819.804
4,872,129,892.306,2636.919,2536.77
4,804,127,706.544,2139.359,2059.204
4,724,109,486.672,1497.398,1439.64
4,576,83,249.835,734.316,698.196
4,269,42,50.081,143.847,120.757
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,277,65,92.159,278.917,253.131
4,527,113,298.679,975.139,932.775
4,675,138,531.128,1782.523,1715.29
4,764,151,741.599,2465.582,2372.578
4,807,162,898.508,2930.129,2817.12
4,820,172,991.129,3199.735,3074.197
4,512,354,897.009,2901.965,2790.226
4,815,167,966.899,3095.569,2974.952
4,794,153,851.027,2744.115,2639.357
4,751,135,679.226,2192.131,2109.964
4,671,114,465.146,1494.982,1437.3
4,513,87,236.123,713.307,677.706
4,226,41,47.306,137.266,114.302
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,8,7.566,27.374,6.471
4,0,22,20.846,74.609,52.834
4,0,55,52.238,183.89,160.018
4,97,318,389.963,1329.824,1277.281
4,287,378,653.52,2169.262,2087.97
4,830,153,981.554,3162.858,3039.073
4,467,367,865.672,2795.464,2688.46
4,512,336,855.413,2765.359,2659.675
4,10,221,221.85,753.322,716.729
4,0,125,119.336,411.457,382.862
4,582,132,438.158,1427.93,1372.365
4,0,96,91.083,318.847,292.232
4,0,28,26.555,94.079,71.938
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,429,52,100.712,274.747,249.047
4,653,83,317.741,1016.584,973.09
4,769,103,550.954,1830.697,1761.788
4,836,116,759.733,2494.008,2399.837
4,875,124,915.452,2924.402,2811.652
4,896,127,1011.878,3163.634,3039.813
4,910,122,1040.609,3223.422,3096.75
4,901,120,993.614,3092.645,2972.164
4,874,115,875.484,2706.175,2603.061
4,826,108,703.448,2208.079,2125.299
4,745,95,484.369,1506.393,1448.347
4,603,75,251.171,727.645,691.69
4,319,40,52.686,142.904,119.831
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,10,9.46,35.022,13.979
4,0,27,25.592,93.745,71.611
4,0,144,137.633,492.145,461.761
4,354,297,575.082,1958.379,1884.925
4,777,169,881.363,2924.783,2812.016
4,811,169,980.966,3208.955,3082.976
4,796,183,999.058,3212.357,3086.216
4,769,188,945.349,3038.903,2920.92
4,339,351,658.54,2174.631,2093.134
4,633,186,649.011,2144.328,2063.984
4,0,54,51.275,181.162,157.344
4,0,58,55.062,195.59,171.487
4,0,17,16.097,57.615,36.156
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,10,9.46,35.177,14.131
4,0,26,24.643,91.086,69.002
4,0,14,13.279,48.912,27.614
4,0,115,109.693,396.677,368.404
4,46,351,393.238,1367.91,1314.204
4,116,437,566.836,1925.938,1853.653
4,261,443,731.412,2432.282,2340.634
4,60,396,457.573,1558.858,1499.121
4,0,27,25.677,91.592,69.498
4,0,44,41.812,150.099,126.888
4,0,105,99.975,360.147,332.659
4,66,132,145.008,511.358,480.539
4,8,45,42.256,154.541,131.243
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,18,17.042,63.878,42.303
4,0,45,42.692,158.841,135.46
4,0,135,128.887,473.488,443.523
4,5,182,178.497,648.98,614.944
4,4,161,158.018,572.908,540.672
4,12,238,241.939,870.069,830.495
4,5,164,162.623,586.333,553.783
4,0,128,122.524,443.869,414.563
4,0,115,109.788,398.389,370.079
4,0,86,81.824,299.033,272.832
4,36,197,210.127,757.548,720.849
4,133,135,168.633,584.789,552.275
4,259,51,59.409,180.303,156.502
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,76,77,81.114,287.479,261.518
4,0,84,79.814,298.37,272.183
4,0,48,45.584,170.26,146.656
4,9,213,211.854,775.177,738.036
4,0,124,118.532,435.177,406.062
4,17,296,304.394,1093.232,1047.608
4,13,257,262.069,943.495,901.982
4,19,304,313.893,1119.582,1073.213
4,8,200,199.322,716.998,681.306
4,0,131,125.093,453.358,423.842
4,0,114,108.6,396.143,367.882
4,0,43,40.787,150.373,127.156
4,0,14,13.25,49.232,27.927
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,3,2.836,10.692,0
4,0,43,40.792,152.546,129.287
4,0,124,118.25,436.804,407.654
4,0,28,26.608,98.66,76.433
4,9,214,214.31,776.163,738.996
4,0,101,96.478,353.152,325.813
4,5,161,159.689,580.48,548.067
4,5,163,161.31,583.034,550.561
4,7,197,195.499,703.555,668.193
4,0,110,104.836,381.358,353.416
4,0,81,76.994,281.459,255.621
4,0,38,36.034,133.047,110.164
4,8,48,45.049,162.937,139.475
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,7,6.621,24.95,4.091
5,0,21,19.901,74.569,52.794
5,0,44,41.781,154.84,131.537
5,12,228,228.796,823.244,784.881
5,129,401,527.277,1823.368,1754.715
5,83,425,511.173,1748.749,1682.677
5,72,423,500.307,1706.035,1641.418
5,303,414,727.356,2418.113,2327.04
5,839,144,882.385,2882.751,2771.874
5,198,310,452.619,1547.616,1488.243
5,337,210,384.803,1306.519,1254.68
5,75,131,146.749,510.11,479.318
5,55,53,51.121,178.7,154.93
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,358,73,116.393,348.45,321.212
5,585,113,330.889,1079.397,1034.162
5,712,139,562.906,1859.296,1789.383
5,788,154,770.936,2447.146,2354.895
5,834,163,929.94,2872.806,2762.375
5,858,166,1026.288,3104.871,2983.818
5,863,166,1049.904,3047.166,2928.801
5,850,164,999.464,2906.581,2794.635
5,457,310,724.21,2199.554,2117.103
5,562,209,620.177,1918.092,1846.089
5,670,112,466.025,1446.735,1390.58
5,319,128,218.619,682.811,647.956
5,153,56,59.151,186.323,162.403
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
5,0,6,5.674,21.38,0.586
5,112,76,86.053,290.736,264.707
5,615,102,332.169,1075.158,1030.041
5,737,123,562.134,1838.241,1769.068
5,808,137,767.667,2459.644,2366.882
5,850,146,927.231,2837.93,2729.052
5,177,449,637.732,2020.563,1944.841
5,276,445,747.095,2265.437,2180.433
5,222,435,661.938,2028.065,1952.067
5,187,388,557.174,1748.148,1682.097
5,84,304,359.871,1174.412,1126.473
5,16,183,183.279,623.895,590.458
5,0,19,17.998,64.178,42.597
